language client is not ready, cannot initialize chat state
I0323 03:19:54.520052    1410 serve.go:43] cloudcode_cli (Feb 19 2025 21:00:54 -0800, cl:728935864 baseline:726298444)
<!DOCTYPE html>
<html lang="en">
<head>
    <meta charset="UTF-8">
    <meta name="viewport" content="width=device-width, initial-scale=1.0">
    <title} {Citation:{StartIndex:2575 EndIndex:2732 License: Source:https://github.com/Ann4017/Ann-Guessing-Numbers Title:} Text:font-family: sans-serif;
    display: flex;
    justify-content: center;
    align-items: center;
    min-height: 100vh;
}

.container {
    background-color} {Citation:{StartIndex:6353 EndIndex:6506 License: Source:https://github.com/nathan-d-leathers/assesment_3 Title:} Text:document.getElementById("search-form").addEventListener("submit", (event) => {
    event.preventDefault();
    const searchTerm = document.getElementById}] PromptCitations:[] IDEContext:0xc000b8e8c0 RagStatus:RAG_NOT_FOUND TimeToFirstToken:0 AgentProcessingDetails:<nil> YieldInfo:<nil>}
I0323 03:39:54.662411    1410 life_cycle.go:261] codeReportBasicEvery: recomputing codereportbasic metric
I0323 03:40:00.405552    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/%23%20app.py=map[COLOCATED:COLOCATED CURRENTLY_OPEN:CURRENTLY_OPEN]
I0323 03:40:00.503313    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:00.503354    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:00.503393    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:00.503403    1410 conversation.go:836] Unable to retrieve excluded files for request #323: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:00.503469    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:00.503476    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:23.259704    1410 rag_cache.go:194] The current document with URI untitled:Untitled-2 is empty
I0323 03:40:23.638675    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:23.638724    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:23.638770    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:23.638786    1410 conversation.go:836] Unable to retrieve excluded files for request #326: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:23.638811    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:23.638821    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:24.074816    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:24.074856    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:24.074904    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:24.074921    1410 conversation.go:836] Unable to retrieve excluded files for request #330: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:24.074948    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:24.074958    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:24.074977    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:28.668967    1410 rag_cache.go:244] The current document with URI untitled:Untitled-3 is empty
I0323 03:40:29.183137    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:29.183176    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:29.183215    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:29.183228    1410 conversation.go:836] Unable to retrieve excluded files for request #333: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:29.183290    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:29.183304    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:39.564035    1410 rag_cache.go:194] The current document with URI file:///home/carpathianwolfjoseph/index.html is empty
I0323 03:40:40.392950    1410 rag_cache.go:244] The current document with URI untitled:Untitled-2 is empty
I0323 03:40:40.491426    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:40.491466    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:40:40.491501    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:40.491516    1410 conversation.go:836] Unable to retrieve excluded files for request #340: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:40.491545    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:40.491552    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:40.491600    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:42.655390    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/index.html=map[COLOCATED:COLOCATED CURRENTLY_OPEN:CURRENTLY_OPEN]
I0323 03:40:43.043943    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:43.043986    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:43.044031    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:43.044047    1410 conversation.go:836] Unable to retrieve excluded files for request #345: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:43.044080    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:43.044090    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:43.044128    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:45.010146    1410 rag_cache.go:244] The current document with URI untitled:Untitled-2 is empty
I0323 03:40:45.108324    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:45.108374    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:40:45.108419    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:45.108430    1410 conversation.go:836] Unable to retrieve excluded files for request #349: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
W0323 03:40:45.108456    1410 ide_context.go:66] Failed to fetchOtherDocs: trying to get document with URI uncached
W0323 03:40:45.797004    1410 retention.go:257] Could not get offsets for range in document: range: &{{3 4} {3 28}}, error: invalid column number
E0323 03:40:45.797062    1410 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0323 03:40:45.797074    1410 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
W0323 03:40:45.797095    1410 edit_instance.go:488] Ranges overlapped but could not merge completion instances: invalid column number
W0323 03:40:45.797106    1410 edit_instance.go:488] Ranges overlapped but could not merge completion instances: invalid column number
I0323 03:40:45.797228    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:45.797265    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:40:45.797309    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:45.797323    1410 conversation.go:836] Unable to retrieve excluded files for request #351: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
W0323 03:40:45.797346    1410 ide_context.go:66] Failed to fetchOtherDocs: trying to get document with URI uncached
I0323 03:40:49.949141    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:49.949191    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:40:49.949242    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:49.949280    1410 conversation.go:836] Unable to retrieve excluded files for request #354: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
W0323 03:40:49.949305    1410 ide_context.go:66] Failed to fetchOtherDocs: trying to get document with URI uncached
W0323 03:40:53.991770    1410 edit_instance.go:488] Ranges overlapped but could not merge completion instances: invalid column number
W0323 03:40:53.991810    1410 edit_instance.go:488] Ranges overlapped but could not merge completion instances: invalid column number
E0323 03:40:54.259288    1410 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0323 03:40:54.259300    1410 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0323 03:40:54.259308    1410 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0323 03:40:54.259321    1410 retention.go:173] Could not get offsets for range in document. range: &{{31 7} {31 39}}, error: invalid column number
W0323 03:40:54.259332    1410 retention.go:173] Could not get offsets for range in document. range: &{{32 8} {33 10}}, error: invalid line number
W0323 03:40:54.259338    1410 retention.go:173] Could not get offsets for range in document. range: &{{36 3} {38 7}}, error: invalid line number
W0323 03:40:54.259352    1410 document.go:267] Error computing chars added only: getting byte offset for end of change range: invalid line number
I0323 03:40:54.259412    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:54.259426    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:40:54.259458    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:54.259467    1410 conversation.go:836] Unable to retrieve excluded files for request #358: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
W0323 03:40:54.259480    1410 ide_context.go:66] Failed to fetchOtherDocs: trying to get document with URI uncached
I0323 03:40:54.662446    1410 life_cycle.go:297] codeReportEvery: recomputing codereport metric
I0323 03:40:56.263058    1410 rag_cache.go:287] Document file:///home/carpathianwolfjoseph/index.html is already not in the cache
I0323 03:40:58.737081    1410 rag_cache.go:194] The current document with URI untitled:Untitled-2 is empty
I0323 03:40:59.099068    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:59.099118    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:59.099165    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:59.099176    1410 conversation.go:836] Unable to retrieve excluded files for request #362: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:59.099193    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:59.099201    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:59.176679    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/index.html=map[COLOCATED:COLOCATED]
I0323 03:40:59.499537    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:40:59.499583    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:40:59.499629    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:40:59.499644    1410 conversation.go:836] Unable to retrieve excluded files for request #366: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:40:59.499699    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:40:59.499706    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:40:59.499720    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:09.108300    1410 rag_cache.go:244] The current document with URI untitled:Untitled-3 is empty
I0323 03:41:09.207228    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:09.207310    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:09.207360    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:09.207372    1410 conversation.go:836] Unable to retrieve excluded files for request #373: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:09.207394    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:09.207402    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:21.021383    1410 rag_cache.go:194] The current document with URI file:///home/carpathianwolfjoseph/style.css is empty
I0323 03:41:21.021434    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/index.html=map[COLOCATED:COLOCATED]
I0323 03:41:21.856357    1410 rag_cache.go:244] The current document with URI untitled:Untitled-2 is empty
I0323 03:41:21.953762    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:21.953897    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:41:21.953946    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:21.953968    1410 conversation.go:836] Unable to retrieve excluded files for request #380: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:21.954002    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:21.954013    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:26.192234    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/index.html=map[COLOCATED:COLOCATED]
I0323 03:41:26.192309    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/style.css=map[COLOCATED:COLOCATED CURRENTLY_OPEN:CURRENTLY_OPEN]
I0323 03:41:26.657802    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:26.657856    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:26.657911    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:26.657928    1410 conversation.go:836] Unable to retrieve excluded files for request #386: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:26.657972    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:26.657984    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:26.658045    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:41:33.344224    1410 rag_cache.go:244] The current document with URI untitled:Untitled-2 is empty
I0323 03:41:35.412990    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:35.413048    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:35.413107    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:35.413125    1410 conversation.go:836] Unable to retrieve excluded files for request #392: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:35.413172    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:35.413184    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:36.444817    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/index.html=map[COLOCATED:COLOCATED CURRENTLY_OPEN:CURRENTLY_OPEN]
I0323 03:41:36.444865    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/style.css=map[COLOCATED:COLOCATED CURRENTLY_OPEN:CURRENTLY_OPEN]
I0323 03:41:36.540566    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:36.540620    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:36.540685    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:36.540702    1410 conversation.go:836] Unable to retrieve excluded files for request #397: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:36.540739    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:36.540749    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:36.540797    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:41.482519    1410 rag_cache.go:194] The current document with URI untitled:Untitled-2 is empty
I0323 03:41:41.821737    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:41.821788    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:41.821843    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:41.821856    1410 conversation.go:836] Unable to retrieve excluded files for request #400: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:41.821886    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:41.821895    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:41.906243    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/index.html=map[COLOCATED:COLOCATED]
I0323 03:41:41.906307    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/style.css=map[COLOCATED:COLOCATED]
I0323 03:41:42.284743    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:42.284796    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:42.284849    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:42.284865    1410 conversation.go:836] Unable to retrieve excluded files for request #404: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:42.284894    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:42.284906    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:42.284930    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:49.238968    1410 rag_cache.go:244] The current document with URI untitled:Untitled-3 is empty
I0323 03:41:49.334995    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:41:49.335050    1410 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0323 03:41:49.335114    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:41:49.335124    1410 conversation.go:836] Unable to retrieve excluded files for request #408: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:41:49.335145    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:41:49.335152    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:41:54.661930    1410 life_cycle.go:297] codeReportEvery: recomputing codereport metric
I0323 03:42:00.896099    1410 rag_cache.go:194] The current document with URI file:///home/carpathianwolfjoseph/script.js is empty
I0323 03:42:00.896134    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/index.html=map[COLOCATED:COLOCATED]
I0323 03:42:00.896154    1410 rag_cache.go:278] After updateCache: file:///home/carpathianwolfjoseph/style.css=map[COLOCATED:COLOCATED]
I0323 03:42:01.764765    1410 rag_cache.go:244] The current document with URI untitled:Untitled-2 is empty
I0323 03:42:01.850486    1410 conversation.go:799] Starting getChatIDEContext with detected intent: 
I0323 03:42:01.850584    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:42:01.850664    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:42:01.850689    1410 conversation.go:836] Unable to retrieve excluded files for request #416: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:42:01.850843    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:42:01.850862    1410 rag_cache.go:851] rerankByLangBoost=0
I0323 03:46:28.190388    1410 conversation.go:137] conversation requested (request #417): {Input:Unable to forward your request to a backend

Couldn't connect to a server on port 80

Ensure the image you have selected runs a HTTP server on port 80, or select one of the preconfigured IDEs: https://cloud.google.com/workstations/docs/preconfigured-ides.

If you are trying to connect to a Jetbrains IDE, you must use JetBrains Gateway: https://cloud.google.com/workstations/docs/develop-code-using-local-jetbrains-ides. DocumentURI:file:///home/carpathianwolfjoseph/script.js SelectedRange:{Start:{Line:100 Character:0} End:{Line:100 Character:0}} PrependInput: UserSelectedURIs:[] ChatStreamingSetting:true}
I0323 03:46:28.190569    1410 conversation.go:799] Starting getChatIDEContext with detected intent: UNKNOWN
I0323 03:46:28.190612    1410 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0323 03:46:28.190665    1410 ide_context.go:131] Unable to read file at /home/carpathianwolfjoseph/.aiexclude
/home/carpathianwolfjoseph
file:///home/carpathianwolfjoseph
I0323 03:46:28.190681    1410 conversation.go:836] Unable to retrieve excluded files for request #417: open /home/carpathianwolfjoseph/.aiexclude: no such file or directory
I0323 03:46:28.190737    1410 rag_cache.go:821] Retrieving and scoring colocated and open files
I0323 03:46:28.190749    1410 rag_cache.go:851] rerankByLangBoost=0
